ENTIDAD,DISTRITO,grupo_parlamentario,VOTOS,coalicion,tipo_eleccion
AGUASCALIENTES,1,PAN,56813.60830906354,,MR
AGUASCALIENTES,2,PAN,59542.68496506183,,MR
AGUASCALIENTES,3,PAN,64896.33510425302,,MR
AGUASCALIENTES,4,PAN,47862.37162162162,,MR
BAJA CALIFORNIA,1,MORENA,60871.38289338289,,MR
BAJA CALIFORNIA,2,MORENA,78897.91483101805,,MR
BAJA CALIFORNIA,3,MORENA,58422.246334995565,,MR
BAJA CALIFORNIA,4,MORENA,84925.52448522199,,MR
BAJA CALIFORNIA,5,MORENA,93053.07646157651,,MR
BAJA CALIFORNIA,6,MORENA,60313.54517629517,,MR
BAJA CALIFORNIA,7,MORENA,60613.30981750982,,MR
BAJA CALIFORNIA SUR,1,MORENA,24504.864225437013,,MR
BAJA CALIFORNIA SUR,2,MORENA,33770.835141651594,,MR
BAJA CALIFORNIA SUR,3,MORENA,43678.30063291139,,MR
CAMPECHE,1,MORENA,54068.2470435127,,MR
CAMPECHE,2,MORENA,60413.6409211792,,MR
CAMPECHE,3,MORENA,58235.11203530809,,MR
CHIAPAS,1,MORENA,70291.75475005922,,MR
CHIAPAS,2,MORENA,69597.8480013166,,MR
CHIAPAS,3,MORENA,66459.38520983375,,MR
CHIAPAS,4,MORENA,78958.49529026507,,MR
CHIAPAS,5,MORENA,66748.45103986548,,MR
CHIAPAS,6,MORENA,83219.06570865987,,MR
CHIHUAHUA,1,MORENA,34264.72088353413,,MR
CHIHUAHUA,2,MORENA,40307.1233167966,,MR
CHIHUAHUA,3,MORENA,39379.15579966927,,MR
COAHUILA,1,PRI,26670.436111530587,,MR
COAHUILA,2,PRI,52047.968345556656,,MR
COAHUILA,3,PRI,45466.46673783005,,MR
COAHUILA,4,PRI,80604.51323503026,,MR
COAHUILA,5,PRI,46458.05713069231,,MR
COAHUILA,6,PRI,78575.64264947105,,MR
COAHUILA,7,PRI,37512.133229617604,,MR
COAHUILA,8,PRI,67931.61870769502,,MR
COAHUILA,9,PRI,42984.50986745464,,MR
COAHUILA,10,PRI,37993.65398512185,,MR
COLIMA,1,MORENA,27546.380538976307,,MR
COLIMA,2,MORENA,17129.423765599568,,MR
COLIMA,3,MORENA,6621.131578947368,,MR
COLIMA,4,MORENA,17608.600850063303,,MR
COLIMA,5,MORENA,1805.7631578947367,,MR
COLIMA,6,MORENA,481.53684210526313,,MR
COLIMA,7,MORENA,20311.163266413456,,MR
CIUDAD DE MEXICO,1,MORENA,79562.71919050592,,MR
CIUDAD DE MEXICO,2,MORENA,89508.95890385346,,MR
CIUDAD DE MEXICO,3,MORENA,76302.32044963086,,MR
CIUDAD DE MEXICO,4,MORENA,76356.69300693883,,MR
CIUDAD DE MEXICO,5,MORENA,114176.09612444774,,MR
CIUDAD DE MEXICO,6,MORENA,105131.15131326304,,MR
CIUDAD DE MEXICO,7,MORENA,107999.78012801097,,MR
CIUDAD DE MEXICO,8,MORENA,138470.40889530285,,MR
CIUDAD DE MEXICO,9,PAN,163627.49052617958,,MR
CIUDAD DE MEXICO,10,MORENA,122416.94956854393,,MR
CIUDAD DE MEXICO,11,PAN,108132.3037903105,,MR
CIUDAD DE MEXICO,12,MORENA,119341.18995102182,,MR
CIUDAD DE MEXICO,13,MORENA,110850.91816316612,,MR
CIUDAD DE MEXICO,14,MORENA,102825.90464498613,,MR
CIUDAD DE MEXICO,15,MORENA,97895.72211599338,,MR
DURANGO,1,MORENA,25907.10465554805,,MR
DURANGO,2,MORENA,49268.08983154668,,MR
DURANGO,3,MORENA,45745.49557858697,,MR
DURANGO,4,MORENA,39138.81395942037,,MR
DURANGO,5,MORENA,28511.495974897945,,MR
GUANAJUATO,1,PAN,81752.64419239362,,MR
GUANAJUATO,2,PAN,64353.74454038923,,MR
GUANAJUATO,3,PAN,79541.40336144246,,MR
GUANAJUATO,4,PAN,96827.52651193291,,MR
GUANAJUATO,5,PAN,99718.07257864595,,MR
GUANAJUATO,6,PAN,86126.07569587443,,MR
GUANAJUATO,7,PAN,67260.35472776237,,MR
GUANAJUATO,8,PAN,57079.55990589861,,MR
GUANAJUATO,9,PAN,92486.37247159933,,MR
GUANAJUATO,10,PAN,56841.50147015584,,MR
GUANAJUATO,11,PAN,70012.74454390522,,MR
GUERRERO,1,MORENA,89334.5779229826,,MR
GUERRERO,2,MORENA,78806.39702505842,,MR
GUERRERO,3,MORENA,80484.03602467329,,MR
GUERRERO,4,MORENA,91672.21879750793,,MR
GUERRERO,5,MORENA,82018.77573205883,,MR
GUERRERO,6,MORENA,92427.22987243014,,MR
GUERRERO,7,MORENA,72339.7646252888,,MR
HIDALGO,1,MORENA,69060.79669911058,,MR
HIDALGO,2,MORENA,79437.90207715236,,MR
HIDALGO,3,MORENA,74336.68368757277,,MR
HIDALGO,4,MORENA,78873.5177231351,,MR
HIDALGO,5,MORENA,88643.68657734759,,MR
HIDALGO,6,MORENA,65503.41323568159,,MR
JALISCO,1,MC,76701.72418317028,,MR
JALISCO,2,MC,67677.27884203385,,MR
JALISCO,3,MC,73097.5161696203,,MR
JALISCO,4,MC,69082.66771227385,,MR
JALISCO,5,MC,48952.96096245755,,MR
JALISCO,6,MC,60465.549251335186,,MR
JALISCO,7,MC,64306.01724309371,,MR
JALISCO,8,MC,77243.83926327579,,MR
JALISCO,9,MC,63081.50822013424,,MR
JALISCO,10,MC,83650.45490054194,,MR
JALISCO,11,MC,65180.51732281436,,MR
JALISCO,12,MC,72174.2103730871,,MR
JALISCO,13,MC,62306.91754198189,,MR
JALISCO,14,MC,66084.83801417993,,MR
MEXICO,1,MORENA,66291.47766917996,,MR
MEXICO,2,MORENA,91855.66142191192,,MR
MEXICO,3,MORENA,103059.24984907256,,MR
MEXICO,4,MORENA,96864.78158495956,,MR
MEXICO,5,MORENA,93041.87082755649,,MR
MEXICO,6,MORENA,83764.35501026321,,MR
MEXICO,7,MORENA,109211.34304442383,,MR
MEXICO,8,MORENA,96510.8281665032,,MR
MEXICO,9,MORENA,71374.89976460065,,MR
MEXICO,10,MORENA,96573.9380488099,,MR
MEXICO,11,MORENA,100182.33149091732,,MR
MEXICO,12,MORENA,90639.91588329153,,MR
MEXICO,13,MORENA,83764.74630534626,,MR
MEXICO,14,PAN,61589.658741481864,,MR
MEXICO,15,MORENA,106736.24579253716,,MR
MEXICO,16,MORENA,96537.95266375493,,MR
MEXICO,17,MORENA,93660.53957473827,,MR
MEXICO,18,MORENA,92167.23440500454,,MR
MEXICO,19,MORENA,97627.65301748639,,MR
MEXICO,20,MORENA,98124.23030144669,,MR
MEXICO,21,MORENA,95864.44159623721,,MR
MEXICO,22,MORENA,95465.88355175915,,MR
MEXICO,23,MORENA,107018.2794149908,,MR
MEXICO,24,MORENA,99952.12317993426,,MR
MEXICO,25,PAN,83501.32226989281,,MR
MEXICO,26,MORENA,90474.3416975028,,MR
MICHOACAN,1,MORENA,61478.92226956304,,MR
MICHOACAN,2,MORENA,61695.80104284553,,MR
MICHOACAN,3,MORENA,52902.36365141989,,MR
MICHOACAN,4,MORENA,67242.55829294551,,MR
MICHOACAN,5,MORENA,61421.427313168526,,MR
MICHOACAN,6,MORENA,62620.49769931741,,MR
MICHOACAN,7,MORENA,54839.85132355032,,MR
MICHOACAN,8,MORENA,60737.3007443366,,MR
MICHOACAN,9,MORENA,59086.27766285317,,MR
MORELOS,1,MORENA,49326.93944056496,,MR
MORELOS,2,MORENA,55324.8988717914,,MR
MORELOS,3,MORENA,50490.03124955291,,MR
MORELOS,4,MORENA,44795.0985399577,,MR
MORELOS,5,MORENA,51666.031898133035,,MR
NAYARIT,1,MORENA,37961.36761214544,,MR
NAYARIT,2,MORENA,49746.38576210355,,MR
NAYARIT,3,MORENA,48269.60464579523,,MR
NAYARIT,4,MORENA,42155.64197995577,,MR
NUEVO LEON,1,PRI,59991.18426859745,,MR
NUEVO LEON,2,PAN,127859.64090079819,,MR
NUEVO LEON,3,PAN,82131.66474052166,,MR
NUEVO LEON,4,PRI,54365.51899567101,,MR
NUEVO LEON,5,PAN,60549.8848408932,,MR
NUEVO LEON,6,PRI,59138.02149073104,,MR
NUEVO LEON,7,PAN,101989.76366971867,,MR
NUEVO LEON,8,PAN,50150.15315197966,,MR
NUEVO LEON,9,PRI,46122.54329264617,,MR
NUEVO LEON,10,PAN,59608.36755948544,,MR
OAXACA,1,MORENA,118756.02400636337,,MR
OAXACA,2,MORENA,91969.47741174762,,MR
OAXACA,3,MORENA,88888.25080739512,,MR
OAXACA,4,MORENA,90729.70761738245,,MR
OAXACA,5,MORENA,95572.96857770036,,MR
OAXACA,6,MORENA,91818.07771195138,,MR
OAXACA,7,MORENA,89666.330086373,,MR
OAXACA,8,MORENA,96794.16378108674,,MR
PUEBLA,1,MORENA,86136.78166363307,,MR
PUEBLA,2,MORENA,78627.2219843315,,MR
PUEBLA,3,MORENA,85691.56792770117,,MR
PUEBLA,4,MORENA,70898.93085328859,,MR
PUEBLA,5,MORENA,72776.69554618037,,MR
PUEBLA,6,MORENA,76347.08990444952,,MR
PUEBLA,7,MORENA,83085.2291576236,,MR
PUEBLA,8,MORENA,79231.30808566225,,MR
PUEBLA,9,MORENA,85029.62752696624,,MR
PUEBLA,10,MORENA,70533.67940204333,,MR
PUEBLA,11,MORENA,84854.86794812036,,MR
QUERETARO,1,PAN,61945.12321608041,,MR
QUERETARO,2,PAN,94021.63999160958,,MR
QUERETARO,3,PAN,72795.96244379794,,MR
QUERETARO,4,PAN,97671.93150678332,,MR
QUERETARO,5,PAN,84090.34284172874,,MR
QUINTANA ROO,1,MORENA,26750.897315216862,,MR
QUINTANA ROO,2,MORENA,71170.14802217449,,MR
QUINTANA ROO,3,MORENA,37162.64218838634,,MR
QUINTANA ROO,4,MORENA,49200.2107577138,,MR
QUINTANA ROO,5,MORENA,52997.10171650852,,MR
SAN LUIS POTOSI,1,PVEM,49975.07012140522,,MR
SAN LUIS POTOSI,2,PVEM,45246.09603942737,,MR
SAN LUIS POTOSI,3,PVEM,46078.419467093714,,MR
SAN LUIS POTOSI,4,PVEM,49923.12965224909,,MR
SAN LUIS POTOSI,5,PVEM,59163.92303863188,,MR
SAN LUIS POTOSI,6,PVEM,55430.36168119273,,MR
SINALOA,1,MORENA,83720.50430014546,,MR
SINALOA,2,MORENA,95748.67648957623,,MR
SINALOA,3,MORENA,100913.22540724959,,MR
SINALOA,4,MORENA,95651.74025155936,,MR
SINALOA,5,MORENA,67008.4480564001,,MR
SINALOA,6,MORENA,84488.40549506928,,MR
SONORA,1,MORENA,68351.66875024825,,MR
SONORA,2,MORENA,71108.30887673153,,MR
SONORA,3,MORENA,65783.13794077207,,MR
SONORA,4,MORENA,64101.71085061477,,MR
SONORA,5,MORENA,68126.355446718,,MR
SONORA,6,MORENA,65626.81813491537,,MR
TABASCO,1,MORENA,96528.51659455919,,MR
TABASCO,2,MORENA,119583.97519880341,,MR
TABASCO,3,MORENA,106985.51809347501,,MR
TABASCO,4,MORENA,108833.73909034871,,MR
TABASCO,5,MORENA,112946.25102281367,,MR
TAMAULIPAS,1,MORENA,85359.37351576766,,MR
TAMAULIPAS,2,MORENA,98144.6951930422,,MR
TAMAULIPAS,3,MORENA,84279.52979856299,,MR
TAMAULIPAS,4,PAN,83295.556484577,,MR
TAMAULIPAS,5,MORENA,68727.06212098675,,MR
TAMAULIPAS,6,MORENA,85551.31525438902,,MR
TAMAULIPAS,7,PAN,83551.5754839742,,MR
TLAXCALA,1,MORENA,47576.63140507284,,MR
TLAXCALA,2,MORENA,53935.33195903104,,MR
TLAXCALA,3,MORENA,65929.7828286428,,MR
TLAXCALA,4,MORENA,63251.253807253306,,MR
VERACRUZ,1,MORENA,123885.3198159746,,MR
VERACRUZ,2,MORENA,111657.99550133714,,MR
VERACRUZ,3,MORENA,111489.83602657211,,MR
VERACRUZ,4,MORENA,106372.1063278771,,MR
VERACRUZ,5,MORENA,99716.10877225581,,MR
VERACRUZ,6,MORENA,96476.1433666013,,MR
VERACRUZ,7,MORENA,102300.9549092897,,MR
VERACRUZ,8,MORENA,101541.82353343708,,MR
VERACRUZ,9,MORENA,104251.84361310414,,MR
VERACRUZ,10,MORENA,110255.40043363902,,MR
VERACRUZ,11,MORENA,111981.45706008695,,MR
VERACRUZ,12,MORENA,118227.73780929118,,MR
VERACRUZ,13,MORENA,112257.27283053385,,MR
YUCATAN,1,PAN,73510.03380734737,,MR
YUCATAN,2,PAN,78238.24761368646,,MR
YUCATAN,3,PAN,78126.95504222836,,MR
YUCATAN,4,PAN,75332.49288949084,,MR
YUCATAN,5,PAN,60283.27064724696,,MR
ZACATECAS,1,MORENA,63024.77225020867,,MR
ZACATECAS,2,MORENA,51347.39555982722,,MR
ZACATECAS,3,MORENA,57956.53304088065,,MR
ZACATECAS,4,MORENA,50623.29914908347,,MR
